what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114156304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114164624
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114181688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114183184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1343114183376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114185736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1343114201865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114204098
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114206732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114220807
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114225854
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114227274
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114232842
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343114234774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114237856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114245906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343114245966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114246846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114247576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114251506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114254440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114254904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114298337
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1343114300715
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343114302923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114324555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114340052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114358038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114374465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114418267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114434659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114439851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114446229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343114446260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114457071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114471264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114474221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114478631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114479293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114534571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114546326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114548172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114549648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114552078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114560864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114582013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114589965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343114590010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114592727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114595087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114595533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114643776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114653010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114655839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114663132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343114663174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114678599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114682506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114683032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114721660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114723744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114741873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114774811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114775996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114776199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114776402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114776620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114777827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114778307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114778607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114778967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114779327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114779654
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114780075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114780528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114780918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343114786113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114788531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343114803786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114922572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114941164
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343114942146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343114947404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115025981
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343115026012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115050186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115066311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115084371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115096569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343115104041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343115120846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343115127850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115135224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343115140347
