what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1349024162135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1349024162291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1349024162463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349024164226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024166503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1349024166519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024170298
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1349024172421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024203274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024203378
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1349024303230
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1349024303246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024374591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024434388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024465220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1349024465236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024485118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024518799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024559107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024564333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024565472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024565956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024579246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024590719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024611840
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1349024622838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024650098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024650176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349024652095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024656385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024656478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024671532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024684155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024749808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024779651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024805884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024878191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349024879299
