what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348412881456
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1348412887254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348412890643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413041695
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1348413041702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413043740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413045218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413049439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413051360
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1348413051364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348413051364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413055512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413057027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413059810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413108152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1348413108161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413133019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413138936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413142050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413173819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1348413173826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1348413173826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413180837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413186446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348413186476
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348413186476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413194396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413194495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413195867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413199940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413209092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413218065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348413219641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413224682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413264525
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1348413264544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413266798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413272436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348413272466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348413272466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413273587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413313797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413322818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348413330407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1348413330446
